date,close,high,low,open,volume,ticker,rsi,macd,macd_signal,atr,bb_upper,bb_middle,bb_lower,sma_50,sma_200,ema_20,obv,sector_id,pe_ratio,debt_to_equity,market_cap_b,quick_ratio,return_5d_forward,return_20d_forward,volatility_5d,trend_label
2024-11-06,220.8723602294922,224.19457534628128,219.35505401685137,220.76327216240406,54561100,AAPL,32.64633494089907,-1.0707118652651388,0.3251901417120959,3.9087311739079746,237.04198318524442,228.08799438476564,219.13400558428685,224.9744415283203,,226.01879466265618,-314615800.0,1,27.87723344248839,0.14737083332479828,378.1170137550964,2.5042455867788354,0.011887939076423493,0.09243631006730157,0.009594644530014018,1
2024-11-07,225.59288024902344,225.9895710313294,222.70703236030374,222.7665321945981,42137700,AAPL,37.07022759780798,-0.9500284132670913,0.07014643071625848,3.9887788483706226,237.02563823339332,228.0106430053711,218.99564777734886,224.99407775878908,,225.97823138516736,-272478100.0,1,27.27905137054166,0.6516000526227708,555.2457299031876,1.5688951798966237,0.0043567382047007275,0.06869688466229995,0.013148977429026544,1
2024-11-08,225.3248291015625,227.01257809039103,224.77878865400953,225.53330763226646,38328800,AAPL,33.3689051151532,-0.866032314054479,-0.11708931823788901,3.9783281437149163,237.02851350849681,227.99376907348633,218.95902463847585,224.94290008544922,,225.9160025962526,-310806900.0,1,17.39743188557283,0.90128717983272,469.15703909355653,0.9210154650905028,-0.00863601051656715,0.08719596166292787,0.010632762902914901,0
2024-11-11,222.61447143554688,224.07388164377818,219.90414468405433,223.37892800863307,42005600,AAPL,31.017282869137034,-1.006564958238954,-0.29498444623810205,4.09067679299499,236.97376760000205,227.65543365478516,218.33709970956826,224.85318450927736,,225.6015710571378,-352812500.0,1,28.77564345026322,0.7711963007541647,235.48910084671155,1.2303502607934385,0.016902294299283804,0.10498159536291718,0.012547304379952945,1
2024-11-12,222.61447143554688,223.96467356190874,221.75074442821315,222.9321731823864,40398300,AAPL,37.37450746939129,-1.1051980560104084,-0.4570271681925634,3.6750405581513155,236.5426966775776,227.19065551757814,217.83861435757868,224.88703521728516,,225.31708537889105,-352812500.0,1,37.435015933248415,1.14202285600099,686.7505204174595,1.4319457537913818,0.018061914299248416,0.09927321888714857,0.012336573542042298,1
2024-11-13,223.49807739257812,225.0170530189228,221.15507983350162,222.39607398240116,48566200,AAPL,39.83303942742732,-1.0993927650309843,-0.5855002875602475,3.780180745353257,236.27528788734756,226.8727005004883,217.47011311362903,224.9766390991211,,225.1438465230517,-304246300.0,1,32.279901797366804,0.9273405417028098,523.494719828553,1.6996774139004125,0.01723520652339916,0.10145700500013421,0.01213696849750859,1
2024-11-14,226.5757293701172,227.2210402122622,223.3789275067786,223.3987876531247,44923900,AAPL,44.72324574185199,-0.836805068590678,-0.6357612437663336,3.7960663560106735,235.95971619112638,226.69028015136718,217.42084411160798,225.09744995117188,,225.28021631801033,-259322400.0,1,17.791804288338383,0.9239424996535978,535.0847850435078,1.7257610846027935,0.0013145110623173917,0.08724052817826089,0.009319168445925206,1
2024-11-15,223.37892150878906,225.28508648780175,222.65418524957263,224.76882873863602,47923700,AAPL,35.98335080205534,-0.8765537390229952,-0.683919742817666,3.841001752152274,235.0796971332349,226.2067024230957,217.33370771295648,225.18526580810547,,225.099140621894,-307246100.0,1,22.236544762225567,0.7538557323501868,556.1836458431854,1.4769936110304172,0.021644455651653516,0.11573326184980881,0.011565365268000827,1
2024-11-18,226.37716674804688,228.08477571151616,223.54769435597734,223.62711979019133,44633700,AAPL,41.52004243671614,-0.6585303849306001,-0.6788418712402529,4.034754203130687,233.76802916977047,225.799649810791,217.83127045181155,225.3312612915039,,225.2208573958133,-262612400.0,1,20.740300637632533,0.8795183606873194,419.12264498085835,1.9391497291042614,0.021270093378720878,0.11165686855149337,0.011472209046492205,1
2024-11-19,226.63531494140625,228.501774994788,225.02699136706502,225.34467799276683,36211800,AAPL,47.250073335322575,-0.45961672872209647,-0.6349968427366216,3.9911091003757866,232.45484616835762,225.43624725341797,218.41764833847833,225.49828735351562,,225.35556763825073,-226400600.0,1,31.865781896096035,0.6444536290271833,211.1477566743381,1.6580423196868188,0.029700314522603577,0.08660417058369907,0.011398555672266194,1
